link,headline,category,short_description,authors,date,Close_^GSPC,High_^GSPC,Low_^GSPC,Open_^GSPC,Volume_^GSPC
https://www.huffpost.com/entry/covid-boosters-uptake-us_n_632d719ee4b087fae6feaac9,Over 4 Million Americans Roll Up Sleeves For Omicron-Targeted COVID Boosters,U.S. NEWS,Health experts said it is too early to predict whether demand would match up with the 171 million doses of the new boosters the U.S. ordered for the fall.,"Carla K. Johnson, AP",9/23/2022,3693.22998,3727.139893,3647.469971,3727.139893,5144270000
https://www.huffpost.com/entry/american-airlines-passenger-banned-flight-attendant-punch-justice-department_n_632e25d3e4b0e247890329fe,"American Airlines Flyer Charged, Banned For Life After Punching Flight Attendant On Video",U.S. NEWS,"He was subdued by passengers and crew when he fled to the back of the aircraft after the confrontation, according to the U.S. attorney's office in Los Angeles.",Mary Papenfuss,9/23/2022,3693.22998,3727.139893,3647.469971,3727.139893,5144270000
https://www.huffpost.com/entry/amy-cooper-loses-discrimination-lawsuit-franklin-templeton_n_632c6463e4b09d8701bd227e,Woman Who Called Cops On Black Bird-Watcher Loses Lawsuit Against Ex-Employer,U.S. NEWS,Amy Cooper accused investment firm Franklin Templeton of unfairly firing her and branding her a racist after video of the Central Park encounter went viral.,Nina Golgowski,9/22/2022,3757.98999,3790.899902,3749.449951,3782.360107,4284600000
https://www.huffpost.com/entry/belk-worker-found-dead-columbiana-centre-bathroom_n_632c5f8ce4b0572027b0251d,Cleaner Was Dead In Belk Bathroom For 4 Days Before Body Found: Police,U.S. NEWS,"The 63-year-old woman was seen working at the South Carolina store on Thursday. She was found dead Monday after her family reported her missing, authorities said.",,9/22/2022,3757.98999,3790.899902,3749.449951,3782.360107,4284600000
https://www.huffpost.com/entry/reporter-gets-adorable-surprise-from-her-boyfriend-while-working-live-on-tv_n_632ccf43e4b0572027b10d74,Reporter Gets Adorable Surprise From Her Boyfriend While Live On TV,U.S. NEWS,"""Who's that behind you?"" an anchor for New York’s PIX11 asked journalist Michelle Ross as she finished up an interview.",Elyse Wanshel,9/22/2022,3757.98999,3790.899902,3749.449951,3782.360107,4284600000
https://www.huffpost.com/entry/puerto-rico-water-hurricane-fiona_n_632bdfd8e4b0d12b54014e13,Puerto Ricans Desperate For Water After Hurricane Fiona’s Rampage,WORLD NEWS,More than half a million people remained without water service three days after the storm lashed the U.S. territory.,"DÁNICA COTO, AP",9/22/2022,3757.98999,3790.899902,3749.449951,3782.360107,4284600000
https://www.huffpost.com/entry/biden-un-russian-war-an-affront-to-bodys-charter_n_632ad9e3e4b0bfdf5e1bf5f7,Biden At UN To Call Russian War An Affront To Body's Charter,WORLD NEWS,White House officials say the crux of the president's visit to the U.N. this year will be a full-throated condemnation of Russia and its brutal war.,"Aamer Madhani, AP",9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/bc-soc-wcup-captains-armbands_n_632b1c98e4b0913a3dd7554a,World Cup Captains Want To Wear Rainbow Armbands In Qatar,WORLD NEWS,FIFA has come under pressure from several European soccer federations who want to support a human rights campaign against discrimination at the World Cup.,"GRAHAM DUNBAR, AP",9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/man-sets-fire-protest-abe-funeral_n_632ae462e4b07198f0146afd,Man Sets Himself On Fire In Apparent Protest Of Funeral For Japan's Abe,WORLD NEWS,"The incident underscores a growing wave of protests against the funeral for Shinzo Abe, who was one of the most divisive leaders in postwar Japanese politics.","Mari Yamaguchi, AP",9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/fiona-threatens-to-become-category-4-storm-headed-to-bermuda_n_632ad1cae4b07198f0143244,Fiona Threatens To Become Category 4 Storm Headed To Bermuda,WORLD NEWS,Hurricane Fiona lashed the Turks and Caicos Islands and was forecast to squeeze past Bermuda later this week.,"Dánica Coto, AP",9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/twitch-streamers-threaten-strike-gambling_n_632a72bce4b0cd3ec2628b20,"Twitch Bans Gambling Sites After Streamer Scams Folks Out Of $200,000",TECH,One man's claims that he scammed people on the platform caused several popular streamers to consider a Twitch boycott.,Ben Blanchet,9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/virginia-thomas-agrees-to-interview-with-jan-6-panel_n_632ba0f2e4b09d8701bbe16d,Virginia Thomas Agrees To Interview With Jan. 6 Panel,U.S. NEWS,"Conservative activist Virginia Thomas, the wife of Supreme Court Justice Clarence Thomas, has agreed to participate in a voluntary interview with the House panel investigating the Jan. 6 insurrection.","Eric Tucker and Mary Clare Jalonick, AP",9/21/2022,3789.929932,3907.070068,3789.48999,3871.399902,4078330000
https://www.huffpost.com/entry/valery-polyakov-dies_n_6329d497e4b0913a3dd5336c,Russian Cosmonaut Valery Polyakov Who Broke Record With 437-Day Stay In Space Dies At 80,WORLD NEWS,"Polyakov's record-breaking trip to outer space saw him orbit Earth 7,075 times and travel nearly 187 million miles.",Marco Margaritoff,9/20/2022,3855.929932,3876.01001,3827.540039,3875.22998,4058050000
https://www.huffpost.com/entry/dodgers-baseball-obit-wills_n_6329feb3e4b07198f0134500,"Maury Wills, Base-Stealing Shortstop For Dodgers, Dies At 89",SPORTS,"Maury Wills, who helped the Los Angeles Dodgers win three World Series titles with his base-stealing prowess, has died.","Beth Harris, AP",9/20/2022,3855.929932,3876.01001,3827.540039,3875.22998,4058050000
https://www.huffpost.com/entry/russian-controlled-ukrainian-regions-referendum_n_6329d53ae4b07198f012f023,4 Russian-Controlled Ukrainian Regions Schedule Votes This Week To Join Russia,WORLD NEWS,The concerted and quickening Kremlin-backed efforts to swallow up four regions could set the stage for Moscow to escalate the war.,"Jon Gambrell, AP",9/20/2022,3855.929932,3876.01001,3827.540039,3875.22998,4058050000
https://www.huffpost.com/entry/hurricane-fiona-barrels-toward-turks-and-caicos-islands_n_63298597e4b0ed991abcacf9,Fiona Barrels Toward Turks And Caicos Islands As Category 3 Hurricane,WORLD NEWS,The Turks and Caicos Islands government imposed a curfew as the intensifying storm kept dropping copious rain over the Dominican Republic and Puerto Rico.,"Dánica Coto, AP",9/20/2022,3855.929932,3876.01001,3827.540039,3875.22998,4058050000
https://www.huffpost.com/entry/biden-us-forces-defend-taiwan-against-china_n_6327ec68e4b0ed021dfe3695,Biden Says U.S. Forces Would Defend Taiwan If China Invaded,POLITICS,President issues vow as tensions with China rise.,,9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/hurricane-fiona_n_63281718e4b0ed021dfe4ff0,Hurricane Fiona Bears Down On Dominican Republic After Pounding Puerto Rico,WORLD NEWS,"The storm knocked out the power grid and unleashed floods and landslides in Puerto Rico, where the governor said the damage was “catastrophic.”","Danica Coto, AP",9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/national-championship-air-races-pilot-killed-crash_n_632860fae4b0ed021dfef140,One Dead After Plane Crashes At Reno Air Race,U.S. NEWS,"The single-engine plane was participating in the National Championship Air Races on Sunday when it crashed into a field, killing the pilot, officials said.",Nina Golgowski,9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/ukraine-festival_n_6327b4a0e4b082746beb52c7,‘Beautiful And Sad At The Same Time’: Ukrainian Cultural Festival Takes On A Deeper Meaning This Year,POLITICS,An annual celebration took on a different feel as Russia's invasion dragged into Day 206.,Jonathan Nicholson,9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/mark-frerichs-release-us-taliban-prisoner-swap_n_63284bb2e4b000d9885d510b,Family Of American Held In Afghanistan Says He Was Freed By Taliban In Prisoner Swap,U.S. NEWS,"Mark Frerichs, a Navy veteran and civilian contractor, was kidnapped in Afghanistan in January 2020.","Eric Tucker and Rahim Faiez, AP",9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/2022-wnba-finals_n_6327f56fe4b0eac9f4e3144d,"Las Vegas Aces Win First WNBA Title, Chelsea Gray Named MVP",SPORTS,Las Vegas never had a professional sports champion — until Sunday.,"Pat Eaton-Robb, AP",9/19/2022,3899.889893,3900.449951,3838.5,3849.909912,3766850000
https://www.huffpost.com/entry/afghan-adjustment-act-congress_n_6324ad6ee4b027aa4065ebef,Bill To Help Afghans Who Escaped Taliban Faces Long Odds In The Senate,POLITICS,Republican outrage over the shoddy U.S. withdrawal from Afghanistan hasn’t spurred support for resettling refugees.,Hamed Ahmadi and Arthur Delaney,9/16/2022,3873.330078,3880.949951,3837.080078,3880.949951,7954650000
https://www.huffpost.com/entry/birmingham-church-bombing_n_63245122e4b027aa4064f978,Alabama Sidesteps Compensation For Survivor Of '63 KKK Blast,U.S. NEWS,Sarah Collins Rudolph lost an eye and has pieces of glass inside her body from a Ku Klux Klan bombing that killed her sister and three other Black girls inside an Alabama church 59 years ago.,"Jay Reeves, AP",9/16/2022,3873.330078,3880.949951,3837.080078,3880.949951,7954650000
https://www.huffpost.com/entry/bc-us-water-woes-mississippi-racism_n_6324b8c1e4b046aa023f398e,Racism Seen As Root Of Water Crisis In Mississippi Capital,U.S. NEWS,"A boil-water advisory has been lifted for Mississippi's capital, and the state will stop handing out free bottled water on Saturday.","DREW COSTLEY, AP",9/16/2022,3873.330078,3880.949951,3837.080078,3880.949951,7954650000
https://www.huffpost.com/entry/capitol-riot-investigation-mark-meadows_n_63235733e4b000d988594a5d,Mark Meadows Complies With Justice Dept. Subpoena: Report,POLITICS,"The former White House chief of staff has turned over records as part of a federal investigation into the Jan. 6, 2021 assault on the Capitol.","ERIC TUCKER, AP",9/15/2022,3901.350098,3959.139893,3888.280029,3932.409912,4441830000
https://www.huffpost.com/entry/chick-fil-a-worker-florida-carjacking_n_63232e7ee4b0ed021dfa4d15,Chick-Fil-A Worker Saves Woman With Baby From Being Carjacked,U.S. NEWS,"Mykel Gordon rushed to the woman's aid and held down her assailant until police arrived. Remarkably, this wasn't the first time Gordon may have saved a life.",Marco Margaritoff,9/15/2022,3901.350098,3959.139893,3888.280029,3932.409912,4441830000
https://www.huffpost.com/entry/bill-richardson-russia_n_6321a027e4b0eac9f4dcaef1,"Bill Richardson Visits Moscow As Brittney Griner, Paul Whelan Remain Jailed",WORLD NEWS,"Richardson, the former U.S. ambassador to the United Nations and a frequent emissary in hostage negotiations, held meetings with Russian leaders.","Eric Tucker, AP",9/14/2022,3946.01001,3961.939941,3912.179932,3940.72998,4293240000
https://www.huffpost.com/entry/possible-nationwide-rail-strike-amtrak_n_6321547be4b0ed021df76e32,"Possible Nationwide Rail Strike Is Already Impacting Travelers, Businesses",U.S. NEWS,"White House press secretary Karine Jean-Pierre said a rail shutdown is ""not acceptable"" and would harm families as well as businesses.","Josh Funk, AP",9/14/2022,3946.01001,3961.939941,3912.179932,3940.72998,4293240000
https://www.huffpost.com/entry/seth-magaziner-wins-rhode-island-democratic-primary-us-house_n_632118d0e4b082746be47a33,Democrats Nominate Seth Magaziner In Key Rhode Island House Race,POLITICS,The state's general treasurer is slated to face former Cranston Mayor Allan Fung (R) in the general election.,Daniel Marans,9/14/2022,3946.01001,3961.939941,3912.179932,3940.72998,4293240000
https://www.huffpost.com/entry/bc-us-tiktok-misinformation_n_6321c9b0e4b027aa40614814,TikTok Search Results Riddled With Misinformation: Report,TECH,A U.S. firm that monitors false online claims reports that searches for information about prominent news topics on TikTok are likely to turn up results riddled with misinformation.,"DAVID KLEPPER, AP",9/14/2022,3946.01001,3961.939941,3912.179932,3940.72998,4293240000
https://www.huffpost.com/entry/us-inflation-number-august-2022_n_63207b45e4b0eac9f4db49b6,U.S. Inflation Falls For 2nd Straight Month On Lower Gas Costs,U.S. NEWS,"On a monthly basis, prices rose 0.1%, after a flat reading in July.","Christopher Rugaber, AP",9/13/2022,3932.689941,4037.120117,3921.280029,4037.120117,4224550000
https://www.huffpost.com/entry/nurses-strike-minnesota_n_6320cb93e4b082746be43386,Thousands Of Minnesota Nurses Launch 3-day Strike Over Pay,U.S. NEWS,They're pressing for salary increases they say will help improve patient care by resolving understaffing stresses that have worsened in the pandemic.,"TRISHA AHMED and GRETCHEN EHLKE, AP",9/13/2022,3932.689941,4037.120117,3921.280029,4037.120117,4224550000
https://www.huffpost.com/entry/biden-cancer-moonshot_n_631fc93be4b027aa405e7ac5,Joe Biden Urges National Unity In Speech On Renewed ‘Cancer Moonshot’,POLITICS,"""Cancer does not discriminate red and blue,"" the president said Monday. ""Beating cancer is something we can do together.""",Nick Visser,9/13/2022,3932.689941,4037.120117,3921.280029,4037.120117,4224550000
https://www.huffpost.com/entry/tim-scott-senate-republicans-november-election_n_631ef3a4e4b027aa405d4f5e,Sen. Tim Scott Downplays Electability Concerns Over Struggling Senate GOP Candidates,POLITICS,"""Who we have on the field is who we’re gonna play,” Scott told ""Fox News Sunday.""",Marita Vlachou,9/12/2022,4110.410156,4119.279785,4083.669922,4083.669922,3814200000
https://www.huffpost.com/entry/boston-marathon-nonbinary-runners_n_631fade4e4b046aa0237a055,Boston Marathon To Make Race More Inclusive For Nonbinary Runners,SPORTS,The race's organizers say nonbinary athletes won't have to register with the men's or women's divisions and provided qualifying times to guide their training.,Sanjana Karanth,9/12/2022,4110.410156,4119.279785,4083.669922,4083.669922,3814200000
https://www.huffpost.com/entry/anthony-varvaro-dead_n_631f6827e4b027aa405e1899,"Anthony Varvaro, MLB Pitcher Turned Transit Cop, Dies In Crash On Way To 9/11 Ceremony",SPORTS,Varvaro pitched mostly with the Atlanta Braves and started his law enforcement career in 2016.,,9/12/2022,4110.410156,4119.279785,4083.669922,4083.669922,3814200000
https://www.huffpost.com/entry/democratic-primary-rhode-island-retiring_n_631d6772e4b0eac9f4d81d5a,Electability Is On The Ballot In Key Rhode Island House Primary,POLITICS,Democrats in the state’s more moderate House district are deciding who will take on a popular Republican former mayor.,Daniel Marans,9/12/2022,4110.410156,4119.279785,4083.669922,4083.669922,3814200000
https://www.huffpost.com/entry/biden-moonshot-cancer-speech_n_631f337ee4b082746be1d2bf,"In A Nod To JFK, Joe Biden Pushing 'Moonshot' To Fight Cancer",POLITICS,Biden plans to draw attention to a new federally backed study that seeks to validate using blood tests to screen against multiple cancers.,"Zeke Miller and Carla K. Johnson, AP",9/12/2022,4110.410156,4119.279785,4083.669922,4083.669922,3814200000
https://www.huffpost.com/entry/newspaper-front-pages-mark-the-queens-death_n_631b09e1e4b0eac9f4d64686,'Our Hearts Are Broken': Historic Front Pages Mark The Queen's Death,WORLD NEWS,Both British and international newspapers honor the passing of the U.K'.s longest-reigning monarch.,Kate Nicholson,9/9/2022,4067.360107,4076.810059,4022.939941,4022.939941,3901940000
https://www.huffpost.com/entry/antonio-guterres-pakistan-floods_n_631b47c7e4b027aa405b2142,UN Chief Asks World For 'Massive' Help In Flood-Hit Pakistan,WORLD NEWS,"Speaking from Islamabad, Antonio Guterres said countries bearing more responsibility for climate change ""should have faced this challenge.""","Munir Ahmed, AP",9/9/2022,4067.360107,4076.810059,4022.939941,4022.939941,3901940000
https://www.huffpost.com/entry/clark-county-official-robert-telles-dna-las-vegas-journalist-murder_n_631a51dbe4b000d9884f1cf4,"Politician's DNA Connected To Las Vegas Journalist’s Murder, Police Say",POLITICS,"Clark County Public Administrator Robert Telles was arrested in the fatal stabbing of Jeff German, who had been investigating his office.",Sanjana Karanth,9/8/2022,4006.179932,4010.5,3944.810059,3959.939941,3966850000
https://www.huffpost.com/entry/michigan-abortion-amendment-supreme-court-november-ballot_n_63191369e4b046aa0230bd0e,Michigan Supreme Court Revives Abortion Rights Amendment For November's Ballot,POLITICS,"Opponents of the measure claimed typos made the qualifying petitions incomprehensible, but the state's highest court rejected that argument.",Jonathan Cohn,9/8/2022,4006.179932,4010.5,3944.810059,3959.939941,3966850000
https://www.huffpost.com/entry/portland-disabled-lawsuit-blocked-sidewalks_n_631a741fe4b046aa0232f7c6,Portland Residents With Disabilities Sue Over City's Blocked Sidewalks,POLITICS,"The lawsuit says allowing homeless people’s tents to block city sidewalks makes it difficult for people using wheelchairs, walkers or canes to use them.","Claire Rush, AP",9/8/2022,4006.179932,4010.5,3944.810059,3959.939941,3966850000
